id,judul_berita,deskripsi_kejadian,lokasi_kejadian,waktu_kejadian,kategori_kejahatan,label_urgensi,sumber,url,scraped_at
2030,"Di Rilis Akhir Tahun, Kapolri Singgung Kerusuhan di Nepal hingga Brasil","Fenomena kerusuhan di berbagai negara disinggungKapolriJenderal Listyo Sigit Prabowo dalam kegiatan Rilis Akhir Tahun Polri 2025. Kapolri menyampaikan hal itu untuk menggambarkan besarnya dampak kerusuhan tersebut terhadap perekonomian dan keamanan suatu negara. Kerusuhan pertama yang disinggung Kapolri yaitu kerusuhan di Nepal yang terjadi pada September 2025. Kerusuhan yang dipicu oleh larangan media sosial dan tuntutan anti-korupsi itu memakan korban jiwa 72 orang. ""Memunculkan dampak ekonomi, hampir setengah PDB Nepal terdampak, mata uang melemah 0,13%, sektor perhotelan, sektor otomotif mengalami kerugian triliunan, dan pertumbuhan ekonomi juga jauh merosot di bawah 1%. Dampak keamanan muncul terjadi berbagai macam peristiwa vandalisme, pembakaran, penjarahan, serta munculnya ketidakpercayaan masyarakat terhadap institusi, pemerintah, dan media,"" kata Kapolri dalam kegiatan Rilis Akhir Tahun 2025 di Mabes Polri, Jakarta Selatan, Selasa (30/12/2025). Kapolri juga menyinggung kerusuhan di Myanmar pada 11 Desember 2025. Kapolri mengatakan dampak perekonomian akibat kerusuhan tersebut yaitu defisit anggaran menjadi 6,9% dari PDB Myanmar. ""Dampak keamanan muncul ketidakpercayaan publik terhadap pemerintahan dan negara, serta masyarakat sehingga tidak dapat beraktivitas dengan normal,"" ujar Kapolri.",,"Selasa, 30 Des 2025 11:12",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8283658/di-rilis-akhir-tahun-kapolri-singgung-kerusuhan-di-nepal-hingga-brasil,2026-04-28 16:47:26
2031,Hakim Tolak Eksepsi Aktivis BEM UNY di Kasus Pembakaran Fasilitas Polda DIY,"Majelis hakim menolak nota keberatan atau eksepsi dari terdakwa Perdana Arie Putra Veriasa yang merupakan aktivis BEM UNY dalam kasus pembakaran fasilitas Polda DIY saat aksi Agustus lalu. Sidang dilanjutkan pembuktian pokok perkara. Sidang putusan sela digelar di PN Sleman, Senin (22/12/2025). Ketua Majelis Hakim, Ari Prabawa, saat membacakan putusan sela menyatakan keberatan dari penasihat hukum terdakwa tidak diterima. ""Mengadili. Satu, menyatakan eksepsi penasihat hukum terdakwa tidak diterima untuk seluruhnya,"" kata Ari, Senin (22/12). Hakim menyatakan menerima surat dakwaan jasa penuntut umum di tanggal 19 November yang dibacakan di sidang pada tanggal 10 Desember 2025 sebagai dasar untuk melakukan pemeriksaan perkara pidana atas diri terdakwa Perdana Arie Putra Veriasa bin Thomas Oni Veriasa. ""Memerintahkan kepada penuntut umum untuk melanjutkan pemeriksaan perkara,"" ujar majelis hakim.",DIY saat aksi Agustus lalu,"Senin, 22 Des 2025 15:00",Vandalisme,Rendah,detik.com,https://www.detik.com/jogja/berita/d-8272046/hakim-tolak-eksepsi-aktivis-bem-uny-di-kasus-pembakaran-fasilitas-polda-diy,2026-04-28 16:47:44
2032,Australia Perketat Aturan Senjata Usai Penembakan Pantai Bondi,"Perdana Menteri Australia Anthony Albanese mengumumkan pada Senin (15/12) bahwa ia telah bertemu dengan para pemimpin negara bagian dan teritori di seluruh Australia, dan bahwa mereka sepakat untuk ""memperketat undang-undang senjata api di seluruh negeri."" Mereka berencana memperkenalkan pemeriksaan latar belakang yang lebih ketat, melarang warga non-negara (bukan warga negara Australia) untuk memperoleh lisensi senjata api, serta semakin membatasi jenis senjata yang boleh dimiliki oleh individu. Pengumuman ini disampaikan sehari setelah serangan antisemit di Pantai Bondi yang terkenal di Sydney, yang menewaskan 15 orang. Sekitar 1.000 orang berkumpul untuk merayakan malam pertama festival Yahudi Hanukkah. Dua pria bersenjata, yang diidentifikasi sebagai ayah dan anak berusia 50 dan 24 tahun, melepaskan tembakan ke arah kerumunan. Tersangka yang lebih tua dilaporkan tewas dalam insiden tersebut, sementara putranya berada di rumah sakit dalam kondisi kritis.",,"Selasa, 16 Des 2025 11:52",Vandalisme,Rendah,detik.com,https://news.detik.com/dw/d-8262173/australia-perketat-aturan-senjata-usai-penembakan-pantai-bondi,2026-04-28 16:48:00
2033,Pemakaman Muslim di Australia Diteror Kepala Babi Usai Penembakan Bondi,"Sebuah pemakaman Muslim diAustraliaditeror kepala babi menyusulpenembakan massal di Pantai Bondi, Sydney, yang menewaskan sedikitnya 15 orang dan melukai puluhan orang lainnya. Laporan media lokal Australia,news.com.au, seperti dilansirAnadolu Agency, Selasa (16/12/2025), menyebutkan bahwa rekaman video yang diambil pada Senin (15/12) menunjukkan sebuah pemakaman Muslim di pinggiran Narellan,Sydneybagian barat daya, menjadi korban vandalisme yang melibatkan sejumlah kepala babi yang dipotong-potong dan beberapa bagian tubuh babi lainnya. Kepolisian setempat mengatakan bahwa pihaknya menerima sejumlah laporan tentang potongan bangkai hewan yang ditinggalkan di pintu masuk kompleks pemakaman di Richardson Road di Narellan. ""Para personel kepolisian tiba dan menemukan beberapa kepala babi di lokasi kejadian. Kepolisian segera memulai penyelidikan atas insiden tersebut,"" demikian pernyataan Kepolisian Australia. ""Sejumlah kepala babi itu telah dipindahkan dan dibuang dengan cara yang tepat,"" imbuh pernyataan tersebut.",,"Selasa, 16 Des 2025 11:21",Vandalisme,Rendah,detik.com,https://news.detik.com/internasional/d-8262112/pemakaman-muslim-di-australia-diteror-kepala-babi-usai-penembakan-bondi,2026-04-28 16:48:03
2034,Aktivis BEM UNY Ajukan Eksepsi: Dakwaan Jaksa Copy Paste dan Kabur,"Terdakwa Perdana Putra Arie Veriasa mengajukan eksepsi atau nota keberatan atas dakwaan Jaksa Penuntut Umum (JPU) dalam kasus pembakaran fasilitas kepolisian saat demonstrasi Agustus lalu. Dalam eksepsi yang dibacakan tim penasihat hukum terdakwa menilai surat dakwaan tersebut disusun secara tidak cermat, tidak jelas, dan tidak lengkap. ""Terkait eksepsi ada dua hal yang kami ajukan,"" kata perwakilan Tim Penasihat Hukum terdakwa dari Barisan Advokasi Rakyat untuk Demokrasi dan Keadilan (BARA ADIL), Yogi Zul Fadhli, ditemui wartawan usai persidangan di PN Sleman, Senin (15/12/2025). Yogi mengungkapkan poin pertama keberatan yang disampaikan adalah ditemukannya uraian fakta yang identik atau copy-paste pada dua pasal yang didakwakan secara alternatif, yakni Pasal 187 ke-1 KUHP dan Pasal 406 ayat 1 KUHP. Hal itu yang membuat mereka menilai bahwa dakwaan jaksa tidak cermat, tidak jelas dan tidak lengkap. ""Terkait dengan fakta yang diuraikan. Kalau kita perhatikan kan jaksa itu mendakwa terdakwa itu dengan dua pasal, pasal 406 dan pasal 187 KUHP. Nah, di dalam uraian faktanya jaksa itu hanya sekedarcopy pastedakwaan pertama dengan dakwaan kedua,"" ujarnya. Menurutnya, tindakan menyamakan fakta kejadian untuk dua pasal yang berbeda membuat dakwaan menjadi kabur dan membingungkan sehingga hak terdakwa untuk membela diri menjadi terganggu. Selain masalah penyusunan redaksi, Yogi juga menyoroti substansi dakwaan terkait Pasal 187 ke-1 KUHP. Jaksa dinilai gagal membuktikan unsur 'mendatangkan bahaya umum bagi barang'.",,"Senin, 15 Des 2025 13:21",Vandalisme,Rendah,detik.com,https://www.detik.com/jogja/berita/d-8260452/aktivis-bem-uny-ajukan-eksepsi-dakwaan-jaksa-copy-paste-dan-kabur,2026-04-28 16:48:06
2035,Kisah Rumah Paling Angker di Australia yang Menelan Banyak Korban!,"Ada banyak rumah hantu yang melegenda di seluruh dunia, salah satunya yang terkenal adalah rumah milik keluarga Crawley. Kabarnya, rumah itu telah menelan banyak korban jiwa dan dinobatkan menjadi rumah paling angker di Australia. Dilansir situs ABC News, Kamis (4/12/2025), rumah angker tersebut berada di kawasan Junee, sebuah kota kecil di selatan New South Wales, Australia. Rumah berhantu itu bernama Monte Cristo Homestead. Dari luar, rumah yang mengusung gaya arsitektur Victoria itu tampak cantik. Perpaduan bata merah, pagar lis hijau, dan jendela kayu cokelat memberikan kesan estetik dan timeless. Namun, di balik rumah dua lantai itu ternyata menyimpan kisah mistis yang bikin bulu kuduk merinding. Seperti apa kisahnya? Monte Cristo Homestead dibangun pertama kali pada 1885 oleh Christopher Crawley bersama istrinya, Elizabeth. Sebelum dibangun rumah mewah, di atas lahan tersebut dulu hanya sebuah gubuk kecil dari kayu yang nyaris ambruk. Crawley dan istrinya merobohkan gubuk tersebut dan mengubahnya menjadi sebuah hunian mewah yang besar. Rumah itu kemudian dijadikan tempat tinggal bersama ketujuh anak mereka.",,"Jumat, 05 Des 2025 08:45",Vandalisme,Rendah,detik.com,https://www.detik.com/properti/berita/d-8244278/kisah-rumah-paling-angker-di-australia-yang-menelan-banyak-korban,2026-04-28 16:48:28
2036,Drama Panjang Kota Seribu Gereja yang Kini Tak 'Bernyawa',"Sebuah kota kuno di perbatasan timur Turki, Ani, dulu pernah menjadi salah satu pusat metropolitan terbesar di kawasan Kaukasus. Terletak tepat di seberang Sungai Akhurian yang kini menjadi perbatasan Turki dan Armenia. Kota ini pernah dikenal sebagai kota seribu gereja, karena banyaknya bangunan keagamaan yang berdiri megah pada masa kejayaannya. Ani, pertama kali didirikan lebih dari 1.600 tahun yang lalu dan berkembang pesat karena posisinya berada di persimpangan beberapa jalur perdagangan penting. Pada abad ke-11, kota ini mencapai puncak kejayaannya dengan penduduk yang diperkirakan mencapai lebih dari 100.000 jiwa. Dilansir dari The Atlantic, Rabu (3/12/2025), kejayaan kota ini tidak berlangsung lama. Wilayah Ani mengalami penaklukan berulang kali selama berabad-abad. Kota ini pernah dikuasai dan direbut kembali oleh Bizantium, Turki Utsmani, Georgia, bangsa Armenia, Kurdi nomaden, hingga kekaisaran Rusia. Konflik yang terus-menerus membuat penduduk terusir dan kota perlahan kehilangan nyawanya. Sekitar tahun 1300, Kota Ani mengalami kemunduran drastis, dan pada 1700, kota ini ditinggalkan sepenuhnya. Ketika ditemukan kembali pada abad ke-19, Ani sempat kembali menarik perhatian dunia, tetapi Perang Dunia I dan peristiwa Genosida Armenia kemudian membuat kawasan tersebut berubah menjadi wilayah perbatasan yang dimiliterisasi dan ditutup bagi publik. Reruntuhan kota ini memperlihatkan kerusakan yang terjadi secara beragam, mulai dari penjarahan, vandalisme, penghapusan jejak sejarah Armenia, penggalian arkeologi yang ceroboh, restorasi yang gagal, hingga kerusakan alami yang terjadi dengan sendirinya.",,"Jumat, 05 Des 2025 06:05",Vandalisme,Rendah,detik.com,https://www.detik.com/properti/berita/d-8243630/drama-panjang-kota-seribu-gereja-yang-kini-tak-bernyawa,2026-04-28 16:48:31
2037,Ketua DPRD Ajak Warga Jaga Taman di Kota Bandung,"Taman tematik di Kota Bandung jadi sasaran perusakan oknum yang tidak bertanggungjawab. Pencurian kabel, pompa air, perusakan fasilitas hingga vandalisme pun terjadi. Informasi ini disampaikan Dinas Perumahan dan Kawasan Permukiman (DPKP) Kota Bandung. Hal tersebut membuat Ketua DPRD Kota Bandung Asep Mulyadi heran dengan ulah oknum warga. Asep meminta kepada Pemkot Bandung untuk lebih ketat dalam menjaga aset. ""Pemerintah harus lebih kuat untuk antisipasi, jangan sampai kejadian serupa berulang,"" kata Asep kepada detikJabar, Minggu (30/11/2025). Asep menyebut, jangan sampai fasilitas rusak atau dicuri, terutama lampu taman yang membuat kondisi taman gelap dan terjadi hal-hal yang tidak diinginkan. ""Harus terang, jangan sampai gelap, harus caang baranang,"" ujar Asep. ""Kalau gelap, maaf ya, nanti disalahgunakan. Jadi harus diupayakan oleh Pemkot Bandung untuk membuat Bandung caang baranang,"" tambahnya.",Bandung,"Minggu, 30 Nov 2025 20:30",Vandalisme,Rendah,detik.com,https://www.detik.com/jabar/jabar-gaskeun/d-8236167/ketua-dprd-ajak-warga-jaga-taman-di-kota-bandung,2026-04-28 16:48:44
2038,2 Orang Didakwa Rusak Mobil Pegawai Kemendagri Saat Demo Rusuh Agustus,"Dua orang terlibat kerusuhan saat aksidemonstrasi Agustuslalu didakwa melakukan tindak pidana menghancurkan satu unit mobil milik pegawai Kemendagri dan satu kendaraan bermotor. Dua terdakwa itu adalah Neo Soa Rezeki dan Muhammad Azril. Jaksa penuntut umum (JPU) dalam sidang pembacaan surat dakwaan menjelaskan, tindak pidana keduanya bermula saat berada di depan Senayan Park tepatnya di bawahflyoverpada Senin, 30 Agustus 2025, sekitar pukul 16.00 WIB. Kemudian, terdakwa mendengar suara kerumunan massa di depan Senayan Park atau di bawahflyover. ""Saksi Maulana Akhmad yang sedang mengendarai satu unit mobil Hyundai Palisade warna hitam dengan nomor polisi B-2825-ZZH milik saksi korban Timothy S.STP dari Kemendagri RI yang sedang melintas di Jalan Senayan Park, tepatnya di bawahflyoverGelora Tanah Abang,"" kata jaksa di PN Jakarta Pusat, Kamis (20/11/2025). Karena suara itu, keduanya menghampiri mobil tersebut. Mereka tertarik saat melihat beberapa orang melempari dengan batu dan bambu ke arah mobil. ""Lalu Terdakwa bersama dengan saksi Muhammad Azril serta beberapa orang yang tidak dikenal mendengar seruan, 'TuhDPR, kayaknya DPRtuh!' sambil menunjuk satu unit mobil Hyundai Palisade warna hitam dengan nomor polisi B-2825-ZZH,"" jelasnya. ""Lalu Terdakwa (Neo) melakukan pelemparan batu sebanyak satu kali mengenai bagian bagasi belakang dan menggunakan potongan bambu memukul mengenai bodi samping bagian tengah, dan saksi Muhammad Azril alias Marshal ikut mengambil batu dan bambu, kemudian bersama-sama bergantian melakukan pelemparan ke arah satu unit mobil Hyundai Palisade warna hitam tersebut,"" imbuh dia.",,"Kamis, 20 Nov 2025 20:38",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8220939/2-orang-didakwa-rusak-mobil-pegawai-kemendagri-saat-demo-rusuh-agustus,2026-04-28 16:49:03
2039,2 Pria Coreti Bendera Merah Putih di Bali Buntut Protes RKUHAP Disahkan,"Kharisma Arai Cahya (14) dan Kadek Andy Krisna Putra (25) ditangkap polisi usai mencoreti bendera Merah Putih di Taman Kota Negara, Jembrana. Aksi nekat itu dilakukan keduanya gegara kesal RKUHAP disahkan. ""Mereka tanpa pernah membaca RKUHAP, hanya baca berita di media sosial saja, merasa RKUHAP itu kebebasan negara untuk menangkap dan menahan orang tanpa aturan,"" kata Dirreskrimum Polda Bali Kombes I Gede Adhi Mulyawarman saat konferensi pers di kantornya, dilansir detikBali, Kamis (20/11/2025). ""Ada juga beberapa peristiwa buruk (yang dialami Kharisma dan Andy) yang terkait dengan pelanggaran sehingga mereka tidak setuju dengan sistem pemerintahan negara,"" lanjutnya. Adhi menyebut sebelum aksi corat-oret bendera, kedua pemuda tersebut nongkrong sambil pesta minuman keras (miras) di salah satu warung dekat Taman Kota Negara. Keduanya membahas ketidaksetujuannya dengan RKUHAP yang baru disahkan DPR RI. Berawal dari diskusi sambil mabuk itu, keduanya lalu berniat merusak bendera Merah Putih di Taman Kota. ""Setelah itu, satu tersangka mengajak melakukan corat-coret bendera di taman kota. Yang satu tersangka lagi pergi membeli catnya,"" ujar Adhi.",Negara,"Kamis, 20 Nov 2025 19:27",Vandalisme,Rendah,detik.com,https://www.detik.com/jogja/berita/d-8220839/2-pria-coreti-bendera-merah-putih-di-bali-buntut-protes-rkuhap-disahkan,2026-04-28 16:49:06
2040,"Turunkan dan Coreti Bendera Merah Putih, 2 Pria di Bali Dibekuk","Dua pria muda dibekuk polisi setelah aksinya menurunkan bendera merah putih di Taman Kota Negara, Kabupaten Jembrana. Bahkan mereka mencorat-coret bendera Republik Indonesia itu. DilansirdetikBali, dua orang tersebut adalah Kharisma Arai Cahya (24) dan Kadek Andy Krisna Putra (25). Mereka dibekuk di Kelurahan Jimbaran dan Kelurahan Pemogan. ""Kurang dari empat jam setelah corat coret bendera, kami dari tim Resmob Ditreskrimum Polda Bali dan Jatanras Polres Jembrana langsung menangkap dua pelaku,"" kata Dirreskrimum Polda Bali, Kombes I Gede Adhi Mulyawarman saat konferensi pers di kantornya, Kamis (20/11/2025). Aksi para pelaku terjadi pada Selasa (18/11/2025) sekitar pukul 23.00 Wita. Saat kejadian, tersangka Andy menurunkan bendera di tiang Taman Kota Negara. Kharisma kemudian mencoreti bendera merah putih menggunakan cat semprot warna abu-abu metalik dengan tulisan ""RKUHAP"". Aksi itu sempat direkam seseorang dan beredar di media sosial. ""Setelah dicoret, benderanya lalu dinaikkan. Tapi sempat diturunkan lagi. Kami tanya kenapa, huruf A-nya digambar seperti lambang anarki,"" ujar Adhi.",Jembrana langsung,"Kamis, 20 Nov 2025 17:26",Vandalisme,Rendah,detik.com,https://www.detik.com/jateng/hukum-dan-kriminal/d-8220591/turunkan-dan-coreti-bendera-merah-putih-2-pria-di-bali-dibekuk,2026-04-28 16:49:09
2041,"Turunkan dan Corat-coret Bendera Merah Putih, 2 Pria di Bali Ditangkap","Polisi menangkap Kharisma Arai Cahya (24) dan Kadek Andy Krisna Putra (25), pelakupencoretan bendera Merah Putihdi Taman Kota Negara, Kabupaten Jembrana, Bali. Keduanya ditangkap di Kelurahan Jimbaran dan Kelurahan Pemogan. ""Kurang dari empat jam setelah (pelaku) corat-coret bendera, kami dari tim Resmob Ditreskrimum Polda Bali dan Jatanras Polres Jembrana langsung menangkap dua pelaku,"" kata Dirreskrimum Polda Bali Kombes I Gede Adhi Mulyawarman dalam konferensi pers di kantornya, dilansirdetikBali, Kamis (20/11/2025). Adhi menjelaskan peristiwa terjadi pada 18 November 2025 sekitar pukul 23.00 Wita. Saat itu, Andy menurunkan bendera Merah Putih yang terpasang di tiang Taman Kota Negara. Setelah diturunkan, bendera dibentangkan dan dicorat-coret Kharisma menggunakan cat Pylox warna abu-abu metalik dengan tulisan RKUHAP. ""Setelah dicoret, benderanya lalu dinaikkan. Tapi sempat diturunkan lagi. Kami tanya kenapa, huruf A-nya digambar seperti lambang anarki,"" ujar Adhi. Sebelum beraksi, keduanya disebut sempat menenggak minuman keras. Setelah mencoret bendera, Kharisma kembali melakukan vandalisme di tiga lokasi lain: SPBU Ngurah Rai Negara, pos satpam Pasar Umum Bahagia Negara, dan gerbang Gudang Sarana Ternak di Jalan Ahmad Yani.",Jembrana langsung,"Kamis, 20 Nov 2025 16:31",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8220438/turunkan-dan-corat-coret-bendera-merah-putih-2-pria-di-bali-ditangkap,2026-04-28 16:49:16
2042,Alasan Rumah Cepat Rusak Jika Tidak Dihuni,"Rumah yang dibiarkan kosong dalam waktu lama sering kali mengalami kerusakan lebih cepat dibanding rumah yang aktif ditempati. Bukan hanya karena tidak ada aktivitas manusia, tapi juga karena kondisi lingkungan dan teknis bangunan yang tidak terpantau. Tanpa pemeriksaan rutin, masalah kecil dapat berkembang menjadi kerusakan besar yang memerlukan biaya tinggi untuk perbaikan. Kekosongan membuat rumah kehilangan kontrol terhadap sirkulasi udara, kelembapan, keamanan, serta perawatan harian. Inilah yang membuat banyak pemilik baru menyadari kerusakan ketika kondisinya sudah parah. Berikut adalah alasan lengkap mengapa rumah cepat rusak jika tidak dihuni. Rumah kosong biasanya tidak memiliki aliran udara yang baik karena pintu dan jendela tertutup rapat. Hal ini menyebabkan kelembapan terperangkap, terutama di area kamar mandi, dapur, dan ruangan minim cahaya. Kelembapan tinggi memicu timbulnya jamur, bau apek, hingga kerusakan pada cat dan dinding. Jamur yang dibiarkan terus tumbuh juga dapat merusak material kayu dan gypsum.",,"Minggu, 16 Nov 2025 01:00",Vandalisme,Rendah,detik.com,https://www.detik.com/jatim/berita/d-8212682/alasan-rumah-cepat-rusak-jika-tidak-dihuni,2026-04-28 16:49:26
2043,Pemuda di Pasuruan Ditangkap gegara Lempar Bom Ikan ke Rumah Tetangga,"Pemuda asal Dusun Sapulante, Pasrepan,Pasuruan, inisial AM (26), ditangkap polisi gegara melempar bondet ataubom ikanke sejumlah rumah tetangganya. Ia melakukan aksinya karena dendam dan merasa diawasi. ""Pelaku kami amankan Selasa (11/11/2025) sekitar pukul 12.30 WIB di wilayah Dusun Prodo, Desa Sapulante, Kecamatan Pasrepan,"" kata Kapolres Pasuruan AKBP Jazuli Dani Iriawan, dilansirdetikJatim, Rabu (12/11/2025). Jazuli mengatakan aksi AM dilakukan pada Kamis (6/11) lalu di dua lokasi. Sekitar pukul 01.00 WIB, ia melempar bom ikan ke rumah warga bernama Wawan Sugianto di Dusun Sapulante. Beberapa jam kemudian, sekitar pukul 05.00 WIB, ia kembali beraksi di rumah Siti Sumailah, warga setempat. Bondet yang dilempar AM mengenai atap rumah korban hingga menimbulkan kerusakan pada genteng dan asbes. Tidak berhenti di situ, pelaku mengancam korban Siti Sumailah menggunakan sebilah celurit. Dari hasil pemeriksaan sementara, AM mengaku nekat melakukan aksinya karena merasa kesal dan sakit hati. Ia menuduh korban sebagai informan yang sering melaporkan aktivitasnya kepada pihak lain.",Pasrepan,"Rabu, 12 Nov 2025 19:31",Vandalisme,Rendah,detik.com,https://news.detik.com/berita/d-8207729/pemuda-di-pasuruan-ditangkap-gegara-lempar-bom-ikan-ke-rumah-tetangga,2026-04-28 16:49:43
2044,"Kisah Tragis Rumah Mewah Terbengkalai, Misteri Dimulai Sejak Arsitek Meninggal","Ada banyak rumah mewah yang berusia puluhan bahkan ratusan tahun di Italia. Beberapa di antaranya masih berdiri kokoh karena selalu dirawat, tapi tak sedikit yang dibiarkan kosong dan terbengkalai. Salah satu rumah mewah tersebut adalah Villa de Vecchi. Vila yang berusia lebih dari seabad ini sebenarnya punya view yang oke banget. Sebab, rumah ini dibangun di dekat hutan yang asri. Dilansir situs Atlas Obscura, Villa de Vecchi dibangun oleh salah satu tokoh penting di Italia yang juga pahlawan patriotik dan kepala Garda Nasional Italia, Count Felice De Vecchi. Alasan Vecchi membangun rumah mewah di utara Italia karena ingin menikmati pemandangan alam yang indah. Terlebih rumah ini dibangun tak jauh dari Danau Como yang terkenal akan pemandangan alamnya. Villa De Vecchi pertama kali dibangun pada 1854 dan baru rampung 1857. Desain rumah ini diarsiteki oleh Alessandro Sidoli yang merupakan salah satu arsitek ternama di zamannya. Sidoli mengusung gaya arsitektur Barok yang dipadukan dengan nuansa klasik khas Timur untuk hunian De Vecchi. Sedikit informasi, arsitektur Barok sempat terkenal di abad ke-16 dan banyak digunakan pada bangunan megah di Italia, khususnya di Roma.",,"Senin, 10 Nov 2025 17:16",Vandalisme,Rendah,detik.com,https://www.detik.com/properti/berita/d-8203717/kisah-tragis-rumah-mewah-terbengkalai-misteri-dimulai-sejak-arsitek-meninggal,2026-04-28 16:49:56
2045,"Baru Seminggu Jadi, Mural di Gubeng Surabaya Dicoret Pelaku Vandalisme","Karya seni mural di Jalan Gubeng Pojok, Surabaya menjadi sasaran vansalisme oleh tangan jahil. Aksi vandalisme dilakukan sepekan setelah mural jadi, atau pada 28 Oktober lalu. Salah satu seniman mural Adeco Surabaya, Surya Adi Rahman menceritakan, pihaknya diminta oleh Dinas Sumber Daya Air dan Bina Marga (DSDABM) Kota Surabaya membuat mural di area Jalan Gubeng Pojok. Sebelum dimural, kawasan tersebut sudah spot vandalisme. Surya dan teman-temannya pun mulai melakukan mural pada bulan September. Namun sejak awal sudah memperkirakan, bahwa karyanya nanti akan menjadi sasaran vandalisme, maka Adeco mengajukan pemasangan CCTV. ""Karena mereka (pelaku vandalisme) akan berpikir bahwa 'oh ini kan spot biasa kita nyoret-nyoret, ngapain ada mural di sini, ya coret-coret aja sekalian',"" kata Surya saat dihubungidetikJatim, Senin (3/11/2025). ""Kita sudah memperkirakan sejak awal dan ketika mural sudah bersiap, bahwa ini nanti akan dicoret-coret, kita sudah mengajukan CCTV dulu sebenarnya. Cuman memang prosesnya kan cukup panjang ya. Sehingga sebelum CCTV itu aktif, sudah divandal duluan,"" tambahnya.",,"Senin, 03 Nov 2025 21:00",Vandalisme,Rendah,detik.com,https://www.detik.com/jatim/berita/d-8192536/baru-seminggu-jadi-mural-di-gubeng-surabaya-dicoret-pelaku-vandalisme,2026-04-28 16:50:07
2046,Pelaku Vandalisme Mural di Surabaya Bakal Dipidanakan,"Karya seni mural di Jalan Gubeng Pojok, Surabaya menjadi sasaran vansalisme oleh tangan jahil. Aksi vandalisme dilakukan sepekan setelah mural jadi, atau pada 28 Oktober lalu. Wali Kota Surabaya Eri Cahyadi pun meminta pemkot untuk memburu pelaku vandalisme dari hasil sorotan CCTV. Sebab mural itu sebagai fasilitas umum. ""Ini saya minta dari CCTV proses sampai dapat hukumannya, jangan ringan-ringan. Sing abot tenan (yang berat betul), ngerusak fasilitas umum. Sing mural iki sakno (kasian). Sampe ga turu-turu ngono, arek-arek sampe kesel. Mari ngono di vandalisme, waduh,"" kata Eri kepada wartawan di Balai Kota, Senin (3/11/2025). Eri mengancam memberikan sanksi pidana bagi pelaku vandalisme. Karena mural digambar di spot sasaran vandalisme. ""Tak pidanano. Makanya aku sudah minta untuk masukkan itu. Karena merusak fasilitas, semua bisa masuk kategori pidana,"" tegasnya.",,"Senin, 03 Nov 2025 20:33",Vandalisme,Rendah,detik.com,https://www.detik.com/jatim/berita/d-8192523/pelaku-vandalisme-mural-di-surabaya-bakal-dipidanakan,2026-04-28 16:50:10
2047,Aktivis Lingkungan yang Semprotkan Cat Oranye ke Stonehenge Diadili,"Juni tahun lalu, dua aktivis dari kelompok Just Stop Oil melancarkan aksi protes dengan cara menyemprotkan cat bubuk berwarna oranye ke situs Stonehenge. Di pengadilan mereka mengatakan ingin menyampaikan pesan dengan cara spektakuler. Dilansir dariDaily Mail,Jumat (24/10/2025) dalam sidang yang digelar hari Kamis, salah satu aktivis Rajan Naidu (74) mengatakan bahwa tabung yang digunakan untuk menyemprotkan bubuk oranye sama dengan yang digunakan dalam festival warna Hindu. Dia membela diri, aksinya bersama mahasiswa Universitas Oxford, Niamh Lynch (23 tahun) bukanlah aksi yang mengancam. Dalam aksinya, mereka berdua ditemani oleh Luke Watson, 36. Ketiganya menyangkal tuduhan sengaja menyebabkan gangguan publik dan merusak monumen kuno yang dilindungi. Pada hari Senin, pengadilan mendengar bahwa Watson mengantar mereka berdua ke Stonehenge dengan Ford Fiesta, sementara Lynch dan Naidu menggunakan alat pemadam kebakaran untuk menyemprotnya dengan tepung maizena dan bedak talk yang 'bernoda' oranye. ""Stonehenge dipilih sebagai target oleh aktivis Just Stop Oil untuk memberikan dampak maksimal,"" kata jaksa penuntut. Naidu mengatakan kepada pengadilan ia menggunakan bubuk oranye itu hanya untuk menimbulkan efek spektakuler saja, tanpa mengurangi pesan yang ingin mereka sampaikan.",,"Sabtu, 25 Okt 2025 08:06",Vandalisme,Rendah,detik.com,https://travel.detik.com/travel-news/d-8177439/aktivis-lingkungan-yang-semprotkan-cat-oranye-ke-stonehenge-diadili,2026-04-28 16:50:34
